#ID 12+log(O/H)_PG16 12+log(O/H)_PG16_errdown 12+log(O/H)_PG16_errup md/mg md/mhi
UGC08412 7.841000000000448 0.12100000000004041 0.12200000000004074 -3.348830696708989 -3.141580117132171
UGC08630 8.172000000000558 0.07200000000002404 0.06600000000002204 -3.054545498679418 -2.8413021446584787
UGC08662 8.152000000000552 0.034000000000011354 0.03200000000001069 -2.7527936564439295 -2.516155117120088
UGC08693 8.301000000000602 0.14900000000005065 0.14900000000004887 -2.7976439495349408 -2.552138706355024
UGC08756 -99.0 -99.0 -99.0 -2.923222460054491 -2.4572500261298544
UGC09242 8.164000000000556 0.06100000000002126 0.06100000000002126 -3.5046749253305007 -3.3324156919720855
UGC09299 8.186000000000563 0.01800000000000601 0.01800000000000601 -3.574348512578713 -3.4227264353664886
UGC09310 -99.0 -99.0 -99.0 -2.461917205344371 -2.2377223315692802
UGC09392 7.859000000000454 0.1270000000000424 0.12500000000004174 -3.3717124188402177 -3.1505105577332406
UGC09426 -99.0 -99.0 -99.0 -3.8646169813496694 -3.697136762468547
UGC09470 8.11800000000054 0.03200000000001069 0.03100000000001124 -3.0791486757158237 -2.859739291665565
UGC09482 8.109000000000538 0.04000000000001336 0.04200000000001225 -3.324102006821934 -3.152429615655128
UGC10854 8.125000000000544 0.09700000000003328 0.09800000000003095 -2.939958463741674 -2.740567109254829
UGC12160 -99.0 -99.0 -99.0 -3.5586669096325383 -3.335374422569491
UGC12313 -99.0 -99.0 -99.0 -2.7888546807943113 -2.6252341694529573
UGC12690 8.139000000000546 0.06500000000002082 0.06400000000002137 -3.5881469630005167 -3.4186454011642304
UGC12709 8.197000000000568 0.02800000000000935 0.026000000000006906 -2.8617099078355595 -2.6726725654915238
